Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Burrienus Claudius,35,15,Thrace,166,88,Retiarius,6,0,Tactics,Net,Low,Basic,0.706362891,Low,0.962812063,Poor,Advanced,Strong,6,Stoic,Excellent,Survival,Laborer,Low,Aggressive,Medium,Charismatic,TRUE
Manilius Mucius,20,30,Thrace,180,94,Secutor,4,0,Novice,Dagger,High,Superior,0.599644289,Low,5.209488888,Excellent,Intermediate,Strong,4,Calculative,Excellent,Freedom,Criminal,High,Aggressive,Medium,Intimidating,TRUE
Opimius Decimus,28,22,Germania,173,70,Provocator,13,7,Novice,Gladius (Sword),High,Superior,0.713449884,Low,2.879648739,Excellent,Basic,Strong,20,Calculative,Excellent,Wealth,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Latinius Nasidius,24,26,Thrace,170,119,Secutor,2,0,Strength,Dagger,Medium,Standard,0.557094633,Low,5.792410482,Adequate,Advanced,Moderate,2,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Humble,FALSE
Nasidius Lucius,19,31,Greece,160,110,Hoplomachus,3,0,Speed,Dagger,High,Superior,0.455460678,Low,8.745517998,Excellent,Advanced,Strong,3,Calculative,Excellent,Freedom,Laborer,High,Balanced,High,Humble,FALSE
Petreius Aemilius,25,25,Gaul,161,74,Hoplomachus,7,1,Strength,Spear,Medium,Standard,0.720770497,Low,5.458017975,Adequate,Advanced,Strong,8,Stoic,Excellent,Survival,Laborer,Low,Aggressive,Medium,Humble,TRUE
Pilus Ollius,29,21,Gaul,171,80,Hoplomachus,9,1,Speed,Spear,High,Superior,0.919491641,High,1.315419974,Excellent,Expert,Strong,10,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Hordeonius Julius,40,10,Germania,171,92,Retiarius,7,1,Novice,Trident,Medium,Standard,0.62300365,Low,5.439360696,Adequate,Basic,Moderate,8,Stoic,Good,Vengeance,Laborer,Low,Aggressive,Low,Humble,TRUE
Petilius Hordeonius,33,17,Rome,184,70,Provocator,9,1,Agility,Gladius (Sword),Low,Basic,0.795160353,High,1.036832255,Poor,Advanced,Strong,10,Fearful,Good,Glory,Laborer,Low,Aggressive,High,Charismatic,TRUE
Lamponius Cocceius,19,31,Thrace,176,49,Retiarius,3,0,Tactics,Trident,High,Superior,0.57187368,High,2.421241302,Excellent,Advanced,Strong,3,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,High,Charismatic,FALSE
Iulius Matinius,39,11,Rome,167,78,Provocator,8,2,Novice,Dagger,Low,Basic,0.75491588,Low,1.051323363,Poor,Basic,Strong,10,Stoic,Good,Glory,Criminal,Medium,Balanced,High,Flamboyant,TRUE
Acilius Hordeonius,41,9,Numidia,163,73,Hoplomachus,7,1,Novice,Dagger,High,Superior,0.642318853,Low,1.180508747,Excellent,Basic,Strong,8,Fearful,Good,Wealth,Laborer,Low,Aggressive,High,Intimidating,TRUE
Oppius Hostius,27,23,Thrace,174,76,Provocator,11,5,Agility,Gladius (Sword),High,Superior,0.662631874,Low,3.220496444,Excellent,Expert,Strong,16,Fearful,Excellent,Survival,Laborer,Medium,Aggressive,High,Intimidating,TRUE
Laronius Hostius,24,26,Rome,192,83,Retiarius,4,2,Agility,Net,High,Superior,0.527058105,Low,7.461640364,Excellent,Expert,Strong,6,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Humble,TRUE
Munatius Opimius,36,14,Rome,182,82,Hoplomachus,7,2,Novice,Dagger,High,Superior,0.7499644,Low,4.948972843,Excellent,Basic,Strong,9,Aggressive,Excellent,Glory,Unemployed,Low,Aggressive,Medium,Flamboyant,TRUE
Furius Acilius,25,25,Greece,169,63,Secutor,7,4,Speed,Dagger,High,Superior,0.525402724,High,6.773668333,Excellent,Expert,Strong,11,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,FALSE
Pasidienus Blaesus,35,15,Numidia,171,92,Hoplomachus,7,1,Novice,Spear,Low,Basic,0.680343352,Low,3.789226373,Poor,Intermediate,Moderate,8,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Orchius Pilus,19,31,Germania,154,97,Provocator,6,0,Endurance,Gladius (Sword),Low,Basic,0.711868919,Low,5.717151822,Poor,Advanced,Strong,6,Calculative,Excellent,Wealth,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Domitius Paternus,43,7,Gaul,174,106,Murmillo,11,2,Novice,Gladius (Sword),Low,Basic,1.045317279,Low,3.174896291,Poor,Basic,Strong,13,Fearful,Good,Vengeance,Criminal,Low,Balanced,Medium,Humble,TRUE
Papinius Titus,20,30,Rome,169,104,Secutor,1,0,Agility,Gladius (Sword),Low,Basic,0.459975195,Low,8.189166602,Poor,Expert,Moderate,1,Calculative,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Charismatic,FALSE
Pilus Mescinius,43,7,Gaul,181,67,Thraex,9,3,Novice,Sica (Curved Sword),Medium,Standard,0.683988626,Low,1.596492381,Adequate,Basic,Moderate,12,Stoic,Good,Vengeance,Criminal,Low,Aggressive,Low,Charismatic,TRUE
Palpellius Persius,29,21,Gaul,168,103,Murmillo,12,7,Novice,Dagger,High,Superior,0.577425973,High,6.982181261,Excellent,Basic,Strong,19,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,High,Charismatic,TRUE
Titus Cloelius,28,22,Thrace,171,82,Thraex,4,0,Endurance,Dagger,High,Superior,0.664640977,Low,5.003092692,Excellent,Expert,Strong,4,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,High,Charismatic,TRUE
Memmius Nigidius,37,13,Greece,162,83,Hoplomachus,12,1,Novice,Spear,Medium,Standard,0.895642889,Low,4.499066295,Adequate,Basic,Strong,13,Aggressive,Good,Survival,Laborer,Medium,Balanced,High,Charismatic,TRUE
Junius Longinius,37,13,Rome,168,64,Thraex,8,2,Novice,Sica (Curved Sword),High,Superior,0.671777867,Low,0.951754847,Excellent,Intermediate,Strong,10,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,High,Charismatic,TRUE
Cinna Sempronius,18,32,Greece,171,73,Murmillo,5,2,Novice,Gladius (Sword),Low,Basic,0.47693753,High,2.713841468,Poor,Intermediate,Moderate,7,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,Low,Humble,FALSE
Appius Cordius,29,21,Rome,171,87,Murmillo,13,1,Tactics,Dagger,Medium,Standard,0.879061286,Low,1.073067195,Adequate,Expert,Strong,14,Aggressive,Excellent,Glory,Laborer,Low,Aggressive,Medium,Intimidating,TRUE
Lentulus Nasennius,26,24,Numidia,197,83,Murmillo,6,0,Agility,Gladius (Sword),High,Superior,0.661856408,Low,6.667468102,Excellent,Expert,Strong,6,Stoic,Excellent,Vengeance,Unemployed,Low,Balanced,Medium,Intimidating,TRUE
Octavius Cassius,40,10,Rome,166,101,Hoplomachus,10,1,Novice,Dagger,Medium,Standard,0.767091007,Low,2.771102006,Adequate,Basic,Strong,11,Stoic,Good,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Camillius Lacerius,25,25,Rome,176,84,Retiarius,7,1,Novice,Net,Medium,Standard,0.657898482,Low,8.711871109,Adequate,Intermediate,Moderate,8,Fearful,Excellent,Glory,Criminal,Low,Aggressive,Medium,Intimidating,TRUE
Gracchus Lartius,25,25,Rome,184,86,Murmillo,4,0,Tactics,Gladius (Sword),Medium,Standard,0.613934854,Low,7.742535502,Adequate,Expert,Moderate,4,Calculative,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Humble,TRUE
Lentulus Manius,19,31,Numidia,177,60,Hoplomachus,6,1,Novice,Dagger,Low,Basic,0.601769061,High,4.505129573,Poor,Intermediate,Moderate,7,Stoic,Excellent,Wealth,Unemployed,High,Aggressive,Medium,Intimidating,TRUE
Egnatius Lollius,35,15,Gaul,150,76,Murmillo,12,0,Novice,Gladius (Sword),Medium,Standard,0.840435257,Low,6.926103786,Adequate,Basic,Strong,12,Fearful,Excellent,Wealth,Unemployed,Low,Aggressive,Medium,Charismatic,TRUE
Munatius Cestius,33,17,Rome,184,93,Murmillo,11,5,Novice,Gladius (Sword),Low,Basic,0.632722162,Low,6.074800172,Poor,Intermediate,Moderate,16,Fearful,Excellent,Vengeance,Criminal,Medium,Balanced,Low,Charismatic,TRUE
Iulius Munatius,19,31,Gaul,179,67,Hoplomachus,7,2,Novice,Spear,Medium,Standard,0.649682565,Low,5.087285776,Adequate,Intermediate,Moderate,9,Calculative,Excellent,Freedom,Soldier,High,Balanced,Medium,Humble,FALSE
Aemilius Junius,28,22,Germania,174,95,Hoplomachus,8,3,Endurance,Spear,Medium,Standard,0.704543635,Low,3.086772214,Adequate,Advanced,Strong,11,Calculative,Excellent,Freedom,Criminal,Low,Aggressive,Medium,Intimidating,FALSE
Icilius Hirrus,36,14,Gaul,172,49,Provocator,5,1,Novice,Dagger,High,Superior,0.620057446,Low,4.097748426,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Glory,Unemployed,Medium,Aggressive,Low,Humble,FALSE
Cassius Catilius,30,20,Rome,180,94,Murmillo,10,3,Novice,Dagger,High,Superior,0.730868041,Low,8.641950065,Excellent,Intermediate,Strong,13,Fearful,Excellent,Survival,Unemployed,Low,Aggressive,Medium,Charismatic,TRUE
Cominius Cestius,24,26,Thrace,173,69,Provocator,4,0,Novice,Gladius (Sword),Medium,Standard,0.570124354,Low,5.649132847,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Mescinius Cicereius,18,32,Rome,186,68,Hoplomachus,4,1,Endurance,Spear,Low,Basic,0.546844651,Low,9.992353349,Poor,Advanced,Moderate,5,Stoic,Excellent,Glory,Soldier,Medium,Balanced,Medium,Charismatic,FALSE
Camillius Oppius,21,29,Thrace,189,120,Murmillo,8,1,Tactics,Gladius (Sword),High,Superior,0.708800911,Low,5.726460884,Excellent,Expert,Strong,9,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,Medium,Flamboyant,TRUE
Pilus Cosconius,35,15,Thrace,170,109,Secutor,8,2,Endurance,Gladius (Sword),High,Superior,0.641326416,Low,6.787783497,Excellent,Advanced,Strong,10,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Humble,TRUE
Iunius Junius,30,20,Thrace,164,55,Hoplomachus,4,1,Strength,Spear,Medium,Standard,0.547891257,Low,1.548581784,Adequate,Advanced,Moderate,5,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Medium,Humble,FALSE
Manius Iuventius,22,28,Thrace,167,81,Provocator,7,2,Speed,Gladius (Sword),Low,Basic,0.634429879,Low,4.328749176,Poor,Advanced,Moderate,9,Aggressive,Excellent,Wealth,Laborer,High,Aggressive,Medium,Intimidating,TRUE
Caelius Agrippa,36,14,Rome,180,103,Thraex,15,5,Novice,Sica (Curved Sword),High,Superior,0.860140591,High,2.863121974,Excellent,Basic,Strong,20,Stoic,Good,Vengeance,Laborer,Medium,Balanced,Low,Humble,TRUE
Cantilius Lollius,29,21,Greece,169,105,Hoplomachus,7,2,Novice,Spear,Low,Basic,0.714318632,Low,8.49695282,Poor,Basic,Strong,9,Stoic,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Quintus Caelius,28,22,Thrace,182,102,Hoplomachus,5,1,Agility,Dagger,Low,Basic,0.568096496,Low,0.999477267,Poor,Expert,Moderate,6,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Intimidating,FALSE
Licinius Caecilius,44,6,Germania,178,97,Secutor,16,7,Novice,Dagger,High,Superior,0.777236018,High,1.055454172,Excellent,Basic,Strong,23,Stoic,Fair,Vengeance,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Caecilius Nigidius,27,23,Numidia,180,91,Hoplomachus,9,0,Strength,Dagger,Low,Basic,0.712654922,Low,1.080171118,Poor,Advanced,Strong,9,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Laberius Munatius,38,12,Rome,172,59,Provocator,10,0,Novice,Gladius (Sword),Low,Basic,0.967728847,Low,6.504050094,Poor,Basic,Strong,10,Fearful,Good,Freedom,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Orchius Hordeonius,23,27,Germania,148,87,Retiarius,10,0,Agility,Trident,Low,Basic,0.97626735,Low,4.625531401,Poor,Expert,Strong,10,Stoic,Excellent,Freedom,Soldier,Medium,Aggressive,Medium,Flamboyant,TRUE
Ennius Nasidius,25,25,Numidia,182,59,Provocator,5,0,Speed,Dagger,High,Superior,0.657795506,Low,3.83121858,Excellent,Expert,Strong,5,Calculative,Excellent,Vengeance,Criminal,Medium,Aggressive,High,Intimidating,TRUE
Paconius Pilus,33,17,Germania,158,68,Hoplomachus,2,0,Novice,Dagger,High,Superior,0.495842976,Low,6.863867265,Excellent,Intermediate,Strong,2,Calculative,Excellent,Freedom,Criminal,Low,Balanced,High,Charismatic,TRUE
Orbilius Caninius,27,23,Greece,170,91,Thraex,8,1,Novice,Dagger,Low,Basic,0.743428668,Low,9.56522148,Poor,Intermediate,Strong,9,Calculative,Excellent,Glory,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Persius Cornelius,37,13,Numidia,184,58,Retiarius,11,1,Novice,Net,Low,Basic,0.873381468,Low,4.178394337,Poor,Basic,Strong,12,Fearful,Good,Vengeance,Unemployed,Low,Balanced,High,Intimidating,TRUE
Mescinius Cominius,23,27,Greece,172,60,Thraex,3,0,Novice,Sica (Curved Sword),High,Superior,0.430940093,Low,8.039455654,Excellent,Intermediate,Strong,3,Aggressive,Excellent,Survival,Criminal,Medium,Balanced,Low,Intimidating,TRUE
Pettius Lamponius,41,9,Greece,182,77,Retiarius,6,2,Novice,Net,High,Superior,0.637098918,Low,5.15112221,Excellent,Basic,Strong,8,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Maecenas Granius,36,14,Thrace,171,111,Retiarius,9,3,Speed,Trident,High,Superior,0.669144844,Low,7.353704291,Excellent,Advanced,Strong,12,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Low,Humble,TRUE
Didius Memmius,38,12,Greece,182,57,Provocator,7,3,Novice,Gladius (Sword),Medium,Standard,0.678779173,Low,5.310710534,Adequate,Basic,Moderate,10,Stoic,Good,Glory,Laborer,Medium,Balanced,Low,Intimidating,TRUE
Calventius Granius,35,15,Numidia,171,98,Thraex,9,3,Novice,Dagger,High,Superior,0.721602422,Low,4.420891828,Excellent,Basic,Strong,12,Calculative,Excellent,Vengeance,Unemployed,Medium,Aggressive,High,Charismatic,TRUE
Gabinius Appius,40,10,Thrace,170,88,Thraex,12,1,Novice,Dagger,Low,Basic,0.828023884,High,2.842293279,Poor,Basic,Strong,13,Fearful,Fair,Glory,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Albinius Hostilius,19,31,Greece,187,57,Secutor,3,0,Tactics,Dagger,Low,Basic,0.53325305,Low,8.9926429,Poor,Advanced,Moderate,3,Calculative,Excellent,Wealth,Criminal,Medium,Defensive,Low,Charismatic,TRUE
Laetorius Percennius,41,9,Thrace,171,76,Hoplomachus,10,4,Novice,Spear,Low,Basic,0.604632577,Low,2.884536089,Poor,Basic,Moderate,14,Calculative,Good,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Catilius Fundanus,25,25,Rome,170,94,Thraex,9,3,Novice,Dagger,Low,Basic,0.771939588,High,2.513977123,Poor,Intermediate,Strong,12,Aggressive,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Ninnius Fidenas,45,5,Thrace,168,85,Secutor,11,3,Novice,Gladius (Sword),High,Superior,0.800713171,High,1.607238244,Excellent,Basic,Strong,14,Stoic,Fair,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Manius Iunius,35,15,Germania,167,44,Provocator,8,5,Novice,Dagger,Low,Basic,0.565063303,Low,9.465832882,Poor,Basic,Moderate,13,Aggressive,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Claudius Aemilius,39,11,Rome,170,93,Provocator,8,1,Novice,Gladius (Sword),Medium,Standard,0.772188026,Low,3.500298484,Adequate,Basic,Strong,9,Aggressive,Good,Survival,Laborer,Medium,Balanced,High,Humble,TRUE
Ennius Albinius,20,30,Numidia,168,89,Provocator,7,2,Strength,Gladius (Sword),Medium,Standard,0.665675559,Low,2.941920843,Adequate,Advanced,Moderate,9,Aggressive,Excellent,Survival,Laborer,Medium,Balanced,Medium,Intimidating,FALSE
Hirrus Gabinius,36,14,Gaul,174,85,Provocator,15,4,Agility,Gladius (Sword),Low,Basic,0.888641907,Low,3.866181386,Poor,Advanced,Strong,19,Calculative,Good,Survival,Criminal,Low,Balanced,Medium,Humble,TRUE
Lollius Didius,29,21,Numidia,181,80,Retiarius,7,0,Novice,Net,Medium,Standard,0.764140428,Low,7.511927351,Adequate,Intermediate,Strong,7,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Foslius Publius,36,14,Rome,182,112,Murmillo,10,4,Novice,Gladius (Sword),Low,Basic,0.702982221,Low,5.998753602,Poor,Intermediate,Strong,14,Aggressive,Excellent,Glory,Entertainer,Low,Balanced,High,Humble,TRUE
Titus Fulcinia,45,5,Numidia,170,81,Retiarius,7,2,Novice,Net,Medium,Standard,0.688915097,Low,6.777213935,Adequate,Basic,Moderate,9,Fearful,Good,Vengeance,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Catius Nigidius,31,19,Numidia,203,96,Retiarius,5,0,Novice,Net,Medium,Standard,0.633766204,Low,4.346225196,Adequate,Basic,Moderate,5,Fearful,Excellent,Wealth,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Tiberius Nasidienus,44,6,Germania,177,76,Retiarius,6,0,Novice,Net,Low,Basic,0.794697891,Low,1.909071639,Poor,Basic,Strong,6,Calculative,Good,Survival,Criminal,Medium,Balanced,Medium,Flamboyant,TRUE
Mucius Hostilius,29,21,Rome,189,101,Secutor,5,0,Novice,Gladius (Sword),High,Superior,0.617546612,Low,6.075189014,Excellent,Intermediate,Strong,5,Stoic,Excellent,Freedom,Laborer,Low,Balanced,Medium,Humble,TRUE
Ollius Granius,31,19,Greece,177,108,Secutor,9,1,Strength,Gladius (Sword),Low,Basic,0.797118875,Low,2.899704483,Poor,Advanced,Strong,10,Aggressive,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Flamboyant,TRUE
Bruttius Palpellius,38,12,Gaul,169,73,Hoplomachus,9,4,Novice,Spear,High,Superior,0.563120328,Low,2.174872734,Excellent,Basic,Strong,13,Fearful,Excellent,Vengeance,Criminal,Medium,Balanced,High,Charismatic,TRUE
Herennius Orchius,21,29,Numidia,177,80,Provocator,4,0,Novice,Dagger,Low,Basic,0.577995361,Low,5.419340308,Poor,Intermediate,Moderate,4,Calculative,Excellent,Survival,Soldier,High,Balanced,Low,Charismatic,TRUE
Pacilius Tarquinius,33,17,Greece,182,82,Secutor,11,7,Endurance,Dagger,High,Superior,0.590757355,High,1.46119767,Excellent,Advanced,Strong,18,Stoic,Good,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Numerius Ollius,29,21,Thrace,170,113,Murmillo,5,2,Endurance,Gladius (Sword),High,Superior,0.564537529,Low,3.306064571,Excellent,Advanced,Strong,7,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Charismatic,FALSE
Caedicius Orchius,43,7,Numidia,190,70,Hoplomachus,16,5,Novice,Spear,Medium,Standard,0.900481313,High,4.712636376,Adequate,Basic,Strong,21,Calculative,Fair,Survival,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Numonius Terentius,24,26,Numidia,156,111,Hoplomachus,3,1,Novice,Spear,Medium,Standard,0.602701845,Low,5.151593791,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Wealth,Laborer,High,Balanced,Medium,Intimidating,FALSE
Nasennius Pettius,38,12,Germania,165,91,Secutor,11,4,Novice,Gladius (Sword),Low,Basic,0.812854379,High,6.724434327,Poor,Basic,Strong,15,Calculative,Fair,Freedom,Criminal,Medium,Balanced,High,Flamboyant,TRUE
Numerius Petreius,43,7,Germania,179,86,Provocator,15,3,Novice,Dagger,Medium,Standard,0.933732997,High,5.363886937,Adequate,Basic,Strong,18,Stoic,Fair,Glory,Entertainer,Low,Balanced,High,Humble,TRUE
Pacilius Gracchus,34,16,Rome,179,93,Secutor,5,1,Speed,Dagger,Low,Basic,0.623567562,Low,6.456146682,Poor,Advanced,Moderate,6,Aggressive,Excellent,Survival,Criminal,Low,Aggressive,Medium,Humble,TRUE
Marcus Fannius,25,25,Numidia,170,85,Retiarius,7,0,Agility,Net,Medium,Standard,0.74549178,Low,5.078342632,Adequate,Advanced,Strong,7,Fearful,Excellent,Wealth,Laborer,Medium,Balanced,High,Charismatic,TRUE
Oppius Calventius,22,28,Numidia,200,82,Thraex,5,3,Novice,Dagger,Low,Basic,0.484870635,Low,9.94542015,Poor,Basic,Moderate,8,Aggressive,Excellent,Vengeance,Soldier,Low,Balanced,Medium,Humble,FALSE
Geminius Numicius,34,16,Gaul,185,77,Thraex,4,0,Tactics,Sica (Curved Sword),Medium,Standard,0.54650169,Low,2.963599785,Adequate,Expert,Moderate,4,Calculative,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Fabrinius Fulcinia,32,18,Germania,176,86,Secutor,2,0,Strength,Dagger,Low,Basic,0.490081188,Low,9.890462263,Poor,Expert,Moderate,2,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Cosconius Burrienus,31,19,Numidia,170,99,Murmillo,6,2,Novice,Gladius (Sword),High,Superior,0.59871296,Low,7.972679601,Excellent,Basic,Strong,8,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Low,Intimidating,TRUE
Spurius Curtius,24,26,Numidia,178,81,Retiarius,14,3,Novice,Trident,Medium,Standard,0.823940233,High,2.999271138,Adequate,Intermediate,Strong,17,Aggressive,Excellent,Glory,Laborer,High,Balanced,Medium,Flamboyant,TRUE
Granius Percennius,34,16,Gaul,166,79,Murmillo,4,0,Endurance,Gladius (Sword),High,Superior,0.54090963,Low,5.455411273,Excellent,Advanced,Strong,4,Fearful,Excellent,Glory,Criminal,Medium,Defensive,High,Intimidating,TRUE
Lacerius Hirrus,28,22,Rome,194,69,Provocator,4,0,Novice,Dagger,Medium,Standard,0.592975305,Low,5.831111878,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Freedom,Laborer,Low,Balanced,Medium,Humble,TRUE
Lollius Manilius,29,21,Thrace,175,72,Hoplomachus,7,0,Novice,Dagger,Low,Basic,0.804316393,Low,9.046109877,Poor,Intermediate,Strong,7,Fearful,Excellent,Wealth,Entertainer,Medium,Balanced,High,Flamboyant,TRUE
Fulvius Blaesus,37,13,Rome,165,80,Thraex,11,7,Novice,Sica (Curved Sword),Medium,Standard,0.658288781,Low,1.765341593,Adequate,Intermediate,Moderate,18,Fearful,Good,Survival,Laborer,Medium,Balanced,Low,Intimidating,TRUE
Orestius Paelignus,31,19,Greece,181,84,Retiarius,7,2,Novice,Trident,High,Superior,0.618222602,Low,9.412692634,Excellent,Intermediate,Strong,9,Calculative,Excellent,Glory,Criminal,Low,Balanced,High,Intimidating,TRUE
Cantilius Cordius,33,17,Rome,177,106,Murmillo,5,1,Endurance,Gladius (Sword),High,Superior,0.652324333,Low,1.385668761,Excellent,Expert,Strong,6,Stoic,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,TRUE
Numonius Balbus,31,19,Thrace,180,87,Thraex,8,3,Novice,Dagger,Medium,Standard,0.638262528,High,4.912517237,Adequate,Intermediate,Moderate,11,Fearful,Good,Freedom,Laborer,Medium,Balanced,Medium,Humble,TRUE
Agrippa Domitius,37,13,Numidia,180,89,Provocator,8,3,Novice,Dagger,High,Superior,0.751483614,Low,5.051481308,Excellent,Intermediate,Strong,11,Fearful,Excellent,Freedom,Unemployed,Low,Balanced,Medium,Flamboyant,TRUE
Messalla Burrienus,42,8,Germania,180,85,Murmillo,12,1,Novice,Gladius (Sword),Medium,Standard,0.878967722,High,0.996207452,Adequate,Basic,Strong,13,Fearful,Fair,Freedom,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Laberius Marius,44,6,Rome,173,51,Retiarius,13,1,Novice,Net,High,Superior,0.89165812,High,1.007980808,Excellent,Basic,Strong,14,Calculative,Fair,Freedom,Entertainer,Low,Balanced,High,Humble,TRUE
Sempronius Minicius,25,25,Rome,167,97,Thraex,1,0,Agility,Sica (Curved Sword),Low,Basic,0.443216701,Low,6.008495637,Poor,Expert,Moderate,1,Stoic,Excellent,Survival,Criminal,Medium,Defensive,Medium,Charismatic,FALSE
Appius Fulvius,36,14,Thrace,173,77,Provocator,11,0,Novice,Dagger,Low,Basic,0.943372162,Low,1.296910194,Poor,Intermediate,Strong,11,Stoic,Good,Survival,Criminal,Medium,Aggressive,Low,Intimidating,TRUE
Octavenus Manilius,30,20,Gaul,176,62,Retiarius,4,2,Speed,Net,Low,Basic,0.463598791,Low,7.7598026,Poor,Advanced,Moderate,6,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,Low,Humble,TRUE
